ALWNC_DE,ALWNC_RESN,BSI_INT,ENG_RN,MVMN_DE,MVMN_RESN,MVM_RES_CD,NTFC_DE,OPERT_DE,RBP_CN,RDS_DPN_SE,RDS_MAN_NO,REP_CN,RN,RN_CD,ROAD_BT,ROAD_LT,ROA_CLS_SE,SIG_CD,WDR_RD_CD,starbucks_,starbuck_1,starbuck_2,starbuck_3,starbuck_4
"20100419",행정구역 명칭 인용,"20",Gangseo-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030224138",화곡동 888-9대,"2","2374",가양동 439-1제,강서로,"3115001",1.00000000,9.00000000,"3","11500","3",발산역,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트1522-3232,"37.56033","126.839279",
"20100422",행정구역명칭 인용,"20",Yeonhui-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181105094417",서울특별시 마포구 동교동 173-17(동교동삼거리),"1","2458",서울특별시 서대문구 홍은동 217-4 (통일로),연희로,"3112019",3.00000000,4100.00000000,"3","11410","2",연희DT,서울특별시 서대문구 연희로 144 (연희동)1522-3232,"37.5702143","126.9339777",
"20100608",이화여자대학교 인근 도로,"9",Ewhayeodae-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20141030223522",대현동 45-10,"2","360",대현동 121-9,이화여대길,"4136322",3.00000000,16.00000000,"4","11410","3",이대ECC,서울특별시 서대문구 이화여대길 52 (대현동) 이화여자대학교 B415호1522-3232,"37.561631","126.94735",
"20100507",행정구역 명칭 사용,"10",Cheonho-daero,"20141030",직권수정(속성변경),"99","20100315","20170208102718",천호동 527-3천,"1","595",상일동 18-8전,천호대로,"2000008",5.00000000,155.00000000,"2","11740","1",답십리역,서울특별시 동대문구 천호대로 263 (답십리동)1522-3232,"37.568466","127.051106",
"20100419",서울성곽 4소문의 하나인 소덕문 별칭인 서소문 인용,"10",Seosomun-ro,"20101109",기재내용정정,"71","20100422","20181107173807",서울특별시 서대문구 충정로3가 414 (충정로삼거리),"2","1993",서울특별시 중구 태평로2가 340-6,서소문로,"3005010",3.00000000,1440.00000000,"3","11140","2",서소문배재,서울특별시 중구 서소문로 99 (서소문동)1522-3232,"37.5628481","126.9721664",
"20100419",김포공항에 연결되는 주도로의 의미 부여,"20",Gonghang-daero,"20141030",기재내용정정,"71","20100422","20181106090529",서울특별시 강서구 공항동 434-10(남부순환로),"1","1109",서울특별시 영등포구 양화동(양화교 끝단),공항대로,"2005007",6.00000000,7600.00000000,"2","11500","2",등촌역,서울특별시 양천구 공항대로 566 (목동) 1층 2층1522-3232,"37.548884","126.86807",
"20100628",옛 양천현의 지명인용,"20",Yangcheon-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20141030224141",방화동 516-2 차,"1","1220",염창동 260대,양천로,"3115008",2.00000000,76.00000000,"3","11500","3",가양이마트,서울특별시 강서구 양천로 559 (가양동) 1층1522-3232,"37.5578966","126.8622978",
"20100603",1984년 가로명제정시 고덕동의 동명을 인용하여 부여,"10",Godeok-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100603","20141030225946",암사동 507-4대,"1","1598",암사동 595잡,고덕로,"3124001",9.00000000,126.00000000,"3","11740","3",상일동역,"서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오)1522-3232","37.55754182","127.1707267",
"20100310",지역명 사용,"10",Yangjae-daero,"20180308",구리암사대교 건설로 인한 구간 연장,"12","20180308","20180510190000",서울 서초구 중앙로 626,"1","1427",경기 구리시 강변북로 224,양재대로,"2000006",8.00000000,19360.00000000,"2","11740","1",길동역,서울특별시 강동구 양재대로 1487 (길동)1522-3232,"37.5387433","127.1399879",양재대로 1487 (길
"20100422",행정구역명칭 인용,"20",Yeonhui-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181105094417",서울특별시 마포구 동교동 173-17(동교동삼거리),"1","2025",서울특별시 서대문구 홍은동 217-4 (통일로),연희로,"3112019",11.00000000,4100.00000000,"3","11410","2",연희DT,서울특별시 서대문구 연희로 144 (연희동)1522-3232,"37.5702143","126.9339777",
"20081017",우리민족의 소원인 통일을 바라는 뜻,"20",Tongil-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141030223514",미근동 267,"2","1125",홍은동 164-39,통일로,"3000008",3.00000000,57569.00000000,"3","11410","1",KG타워,서울특별시 중구 통일로 92 (순화동) KG타워1522-3232,"37.563528","126.969144",
"20100507",행정구역 명칭 사용,"10",Cheonho-daero,"20160614",직권수정(속성변경),"99","20100315","20170208102708",천호동 527-3천,"1","553",상일동 18-8전,천호대로,"2000008",5.00000000,79.00000000,"2","11740","1",답십리역,서울특별시 동대문구 천호대로 263 (답십리동)1522-3232,"37.568466","127.051106",
"20100419",김포공항에 연결되는 주도로의 의미 부여,"20",Gonghang-daero,"20160628",기재내용정정,"71","20100422","20181106132638",서울특별시 강서구 공항동 434-10(남부순환로),"0","405",서울특별시 영등포구 양화동(양화교 끝단),공항대로,"2005007",40.00000000,7600.00000000,"2","11470","2",등촌역,서울특별시 양천구 공항대로 566 (목동) 1층 2층1522-3232,"37.548884","126.86807",
"20090710",지역명칭 사용,"10",Jongam-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181109122922",서울특별시 동대문구 제기동 1149-10,"1","594",서울특별시 성북구 하월곡동 200,종암로,"3005036",3.00000000,2170.00000000,"3","11290","2",종암,서울특별시 성북구 종암로 122 (종암동)1522-3232,"37.601095","127.033847",
"20100906",주민의견수렴 및 도로 주 통과지역의 법정동명 인용,"10",Junggye-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100906","20110228",하계동 산34-8,"1","1921",중계동 370,중계로,"3110007",3.00000000,29.00000000,"3","11350","3",은행사거리,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)1522-3232","37.65048737","127.0759861",
"20100514",동소문로에서 분기되는 도로구간으로 해당 일련번호 부여,"10",Dongsomun-ro 24-gil,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110228",동선동1가 114-1대,"1","1023",동선동1가 84-2대,동소문로24길,"4121099",3.00000000,57.00000000,"4","11290","3",성신여대,서울특별시 성북구 동소문로24길 12 (동선동1가)1522-3232,"37.593135","127.018379",
"20100419",행정구역 명칭 인용,"20",Mokdong-ro,"20141030",직권수정(도로폭),"99","20100422","20160609160316",신정동 151-23,"0","410",목동 807-6,목동로,"3114002",40.00000000,2700.00000000,"3","11470","3",목동역,서울특별시 양천구 목동로 203 (신정동) 1층일부1522-3232,"37.526684","126.863986",
"20100628",옛 양천현의 지명인용,"20",Yangcheon-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20141030224141",방화동 516-2 차,"1","1127",염창동 260대,양천로,"3115008",2.00000000,33.00000000,"3","11500","3",가양이마트,서울특별시 강서구 양천로 559 (가양동) 1층1522-3232,"37.5578966","126.8622978",
"20100419",김포공항에 연결되는 주도로의 의미 부여,"20",Gonghang-daero,"20141030",기재내용정정,"71","20100422","20181106090529",서울특별시 강서구 공항동 434-10(남부순환로),"1","1344",서울특별시 영등포구 양화동(양화교 끝단),공항대로,"2005007",7.00000000,7600.00000000,"2","11500","2",등촌역,서울특별시 양천구 공항대로 566 (목동) 1층 2층1522-3232,"37.548884","126.86807",
"20100906",주민의견수렴 및 도로 주 통과지역의 법정동명 인용,"10",Junggye-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100906","20110228",하계동 산34-8,"1","1922",중계동 370,중계로,"3110007",3.00000000,118.00000000,"3","11350","3",은행사거리,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)1522-3232","37.65048737","127.0759861",
"20100514",각 국의 대사관저가 모여 있는 지역의 특성을 반영하여 ‘대사관로’로 부여,"10",Daesagwan-ro,"20100910","광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110309",성북동 341-3천,"1","2241",성북동 산16-5임,대사관로,"3107015",5.00000000,114.00000000,"3","11290","3",순천향입구,서울특별시 용산구 대사관로 67 (한남동)1522-3232,"37.533394","127.00563",
"20100419",조선 태조의 계비인 신덕왕후의 능(陵)인 ‘정릉(貞陵)’에서 유래된 정릉동의 동명을 인용하여 부여,"10",Jeongneung-ro,"20120111","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030220128",정릉동 산87-1 임,"1","1057",하월곡동 104-134 천,정릉로,"3107014",5.00000000,102.00000000,"3","11290","3",길음역,서울특별시 성북구 정릉로 376 (돈암동)1522-3232,"37.602139","127.025271",
"20100419",조선 태조의 계비인 신덕왕후의 능(陵)인 ‘정릉(貞陵)’에서 유래된 정릉동의 동명을 인용하여 부여,"8",Jeongneung-ro,"20181127",도로구간변경,"12","20100422","20181127101301",정릉동 산87-1 임,"1","113",하월곡동 104-134 천,정릉로,"3107014",7.00000000,30.00000000,"3","11290","3",길음역,서울특별시 성북구 정릉로 376 (돈암동)1522-3232,"37.602139","127.025271",
"20100514",각 국의 대사관저가 모여 있는 지역의 특성을 반영하여 ‘대사관로’로 부여,"10",Daesagwan-ro,"20100910","광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110309",성북동 341-3천,"2","119",성북동 산16-5임,대사관로,"3107015",5.00000000,42.00000000,"3","11290","3",순천향입구,서울특별시 용산구 대사관로 67 (한남동)1522-3232,"37.533394","127.00563",
"20100514",각 국의 대사관저가 모여 있는 지역의 특성을 반영하여 ‘대사관로’로 부여,"10",Daesagwan-ro,"20100910","광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110309",성북동 341-3천,"1","4295",성북동 산16-5임,대사관로,"3107015",5.00000000,140.00000000,"3","11290","3",순천향입구,서울특별시 용산구 대사관로 67 (한남동)1522-3232,"37.533394","127.00563",
"20100608",거북골 명칭 인용,"20",Geobukgol-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20141030223518",홍은동 400-12,"1","2366",북가좌동 352-10,거북골로,"3112003",3.00000000,34.00000000,"3","11410","3",남가좌사거리,"서울특별시 서대문구 거북골로 84 (남가좌동, DMC에코자이104동)1522-3232","37.577386","126.920815",
"20100419",한강변의 옛 지명인 동호 지명을 인용,"10",Dongho-ro,"20101109",기재내용정정,"71","20100422","20181107173739",서울특별시 성동구 옥수동 490-7(동호대교 북단),"1","367",서울특별시 종로구 종로5가 182-4(종로),동호로,"3005001",4.00000000,3900.00000000,"3","11140","2",금호역,서울특별시 성동구 동호로 99 1522-3232,"37.5479939","127.0153343",
"20100419",행정구역명칭 인용,"10",Sogong-ro,"20101109","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214904",회현동2가 26-4 대,"1","391",회현동2가 30-1대,소공로,"3101004",4.00000000,101.00000000,"3","11140","3",환구단,서울특별시 중구 소공로 112 (소공동)1522-3232,"37.564448","126.979157",
"20100513",육군사관학교의 다른 명칭인 화랑대(花郞臺)를 인용,"10",Hwarang-ro,"20141115",광역도로 정비,"90","20100520","20141115231559",종암동 3-1288천,"1","1801",석관동 375천,화랑로,"3005046",3.00000000,8600.00000000,"3","11290","2",월곡역,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)1522-3232","37.601718","127.040446",
"20100419",행정구역 명칭 사용,"10",Myeonmok-ro,"20170619",기초간격 오기정정,"71","20100422","20170619180000",광진구 군자동 64-2,"1","846",광진구 중곡동 546,면목로,"3005027",4.00000000,5100.00000000,"3","11215","2",사가정역,서울특별시 중랑구 면목로 3101522-3232,"37.579594","127.087966",
"20100419",양천에 놓인 오목교 명칭 인용,"20",Omok-ro,"20141030",기재내용정정,"71","20100422","20181106095324",서울특별시 양천구 신월동524-1(남부순환로),"1","910",서울특별시 영등포구 양평동3가 489 (오목교 동측),오목로,"3114014",5.00000000,3800.00000000,"3","11470","2",목동트라팰리스,서울특별시 양천구 오목로 299 (목동)1522-3232,"37.5255","126.8702",
"20100615",목동신시가지 중심축의 동쪽 도로,"20",Mokdongdong-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100615","20141030224043",신정동 1267,"1","658",목동 911-1,목동동로,"3114001",24.00000000,356.00000000,"3","11470","3",현대목동,"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온) 지하2층1522-3232","37.526848","126.875023",
"20100419",양천에 놓인 오목교 명칭 인용,"20",Omok-ro,"20141030",기재내용정정,"71","20100422","20181106095324",서울특별시 양천구 신월동524-1(남부순환로),"1","797",서울특별시 영등포구 양평동3가 489 (오목교 동측),오목로,"3114014",6.00000000,3800.00000000,"3","11470","2",목동트라팰리스,서울특별시 양천구 오목로 299 (목동)1522-3232,"37.5255","126.8702",
"20100628",옛 양천현의 지명인용,"20",Yangcheon-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20141030224141",방화동 516-2 차,"1","1224",염창동 260대,양천로,"3115008",3.00000000,61.00000000,"3","11500","3",가양이마트,서울특별시 강서구 양천로 559 (가양동) 1층1522-3232,"37.5578966","126.8622978",
"20100419",조선시대 말기 충신 민영환의 시호 인용,"10",Chungjeong-ro,"20200625",도로구간변경,"12","20100422","20200625141654",충정로3가 230-3,"1","3438",충정로3가 226-1,충정로,"3112011",6.00000000,119.00000000,"3","11410","3",충정로역,서울특별시 서대문구 충정로 231522-3232,"37.56137","126.963219",
"20100419",행정구역 명칭 사용,"20",Seongsan-ro,"20141030",기재내용정정,"71","20100422","20181105095206",서울특별시 마포구 망원동 297-2(성산대교 북단),"1","76",서울특별시 서대문구 현저동 983(통일로),성산로,"3005060",5.00000000,6650.00000000,"3","11410","2",연대동문,서울특별시 서대문구 성산로 565 (대신동)1522-3232,"37.566385","126.946273",
"20100419",행정구역 명칭 사용,"20",Seongsan-ro,"20141030",기재내용정정,"71","20100422","20181105095206",서울특별시 마포구 망원동 297-2(성산대교 북단),"2","610",서울특별시 서대문구 현저동 983(통일로),성산로,"3005060",3.00000000,6650.00000000,"3","11410","2",연대동문,서울특별시 서대문구 성산로 565 (대신동)1522-3232,"37.566385","126.946273",
"20100419",양천에 놓인 오목교 명칭 인용,"20",Omok-ro,"20141030",기재내용정정,"71","20100422","20181106095324",서울특별시 양천구 신월동524-1(남부순환로),"1","847",서울특별시 영등포구 양평동3가 489 (오목교 동측),오목로,"3114014",3.00000000,3800.00000000,"3","11470","2",목동트라팰리스,서울특별시 양천구 오목로 299 (목동)1522-3232,"37.5255","126.8702",
"20100419",도로구간 내 국회의사당이 위치한 지역특징 인용,"20",Gukhoe-daero,"20160628",기재내용정정,"71","20100422","20181106132625",서울특별시 양천구 신월동(신월 I.C),"0","418",서울특별시 마포구 신정동 145-3(서강로),국회대로,"2005008",40.00000000,10200.00000000,"2","11470","2",영등포구청역,서울특별시 영등포구 국회대로 558 1522-3232,"37.527623","126.895859",
"20090710",지역명칭 사용,"20",Dobong-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181109122747",서울특별시 성북구 길음동 14-1,"0","5052",서울특별시 도봉구 도봉동 377-1,도봉로,"3005039",37.00000000,9840.00000000,"3","11290","2",미아이마트,서울특별시 성북구 도봉로 17 1522-3232,"37.610678","127.029921",
"20100422",옛 행정동 이었던 삼양동 인용,"20",Samyang-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181109122824",서울특별시 성북구 길음동 1164-6 (미아로),"2","5053",서울특별시 강북구 우이동 207-14,삼양로,"3005041",17.00000000,6700.00000000,"3","11290","2",미아뉴타운,서울특별시 강북구 삼양로 161 (미아동)1522-3232,"37.618319","127.021072",
"20100513",육군사관학교의 다른 명칭인 화랑대(花郞臺)를 인용,"9",Hwarang-ro,"20180529",도로구간변경,"12","20100520","20180529140739",종암동 3-1288천,"1","4875",석관동 375천,화랑로,"3005046",3.00000000,8600.00000000,"3","11290","2",월곡역,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)1522-3232","37.601718","127.040446",
"20081017",우리민족의 소원인 통일을 바라는 뜻,"20",Tongil-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141030223516",미근동 267,"2","2729",홍은동 164-39,통일로,"3000008",2.00000000,57569.00000000,"3","11410","1",KG타워,서울특별시 중구 통일로 92 (순화동) KG타워1522-3232,"37.563528","126.969144",
"20100422",행정구역명칭 인용,"20",Yeonhui-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181105094417",서울특별시 마포구 동교동 173-17(동교동삼거리),"1","2794",서울특별시 서대문구 홍은동 217-4 (통일로),연희로,"3112019",11.00000000,4100.00000000,"3","11410","2",연희DT,서울특별시 서대문구 연희로 144 (연희동)1522-3232,"37.5702143","126.9339777",
"20081017",우리민족의 소원인 통일을 바라는 뜻,"20",Tongil-ro,"20120214","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141030221158",녹번동 산1-44,"1","998",진관동 73-27,통일로,"3000008",3.00000000,57569.00000000,"3","11380","1",KG타워,서울특별시 중구 통일로 92 (순화동) KG타워1522-3232,"37.563528","126.969144",
"20100906",주민의견수렴 및 도로 주 통과지역의 법정동명 인용,"10",Junggye-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100906","20110228",하계동 산34-8,"1","1925",중계동 370,중계로,"3110007",3.00000000,19.00000000,"3","11350","3",은행사거리,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)1522-3232","37.65048737","127.0759861",
"20100419",서울성곽 4소문(四小門) 중의 하나인 혜화문(惠化門)의 다른 이름인 ‘동소문(東小門)’을 따서 부여,"10",Dongsomun-ro,"20100910","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030220128",동소문동1가 17대,"2","1008",길음동 860-64천,동소문로,"3107003",2.00000000,51.00000000,"3","11290","3",현대미아,서울특별시 성북구 동소문로 315 (길음동) 지하1층1522-3232,"37.60837822","127.0287483",동소문로 315 (길
"20100513",육군사관학교의 다른 명칭인 화랑대(花郞臺)를 인용,"10",Hwarang-ro,"20141115",광역도로 정비,"90","20100520","20141115231559",종암동 3-1288천,"1","4876",석관동 375천,화랑로,"3005046",2.00000000,8600.00000000,"3","11290","2",월곡역,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)1522-3232","37.601718","127.040446",
"20100514",조선 영조 14년에 도성 수비를 담당했던 어영청(御營廳)의 북둔(北屯)이 설치된 것에서 유래된 성북동의 동명을 인용하여 부여,"10",Seongbuk-ro,"20100910","광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110309",성북동1가 50-1천,"1","3759",성북동 330-139대,성북로,"3107008",4.00000000,82.00000000,"3","11290","3",한성대입구역,서울특별시 성북구 성북로 11 (성북동1가)1522-3232,"37.589054","127.004839",
"20100628",옛 양천현의 지명인용,"20",Yangcheon-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20141030224141",방화동 516-2 차,"1","660",염창동 260대,양천로,"3115008",5.00000000,62.00000000,"3","11500","3",가양이마트,서울특별시 강서구 양천로 559 (가양동) 1층1522-3232,"37.5578966","126.8622978",
"20181224","고려대학교의 지리적 위치와 생활권, 지역적 특성 및 상징성을 감안하여 부여","10",Goryeodae-ro,"20190328",직권수정(속성변경),"99","20181224","20190328181443",보문동1가 147-1대,"2","1557",안암동5가 1-14학,고려대로,"3352207",4.00000000,1214.00000000,"3","11290","3",안암역,서울특별시 성북구 고려대로 102-2 (안암동5가)1522-3232,"37.586319","127.030556",
"20100513",육군사관학교의 다른 명칭인 화랑대(花郞臺)를 인용,"10",Hwarang-ro,"20141115",광역도로 정비,"90","20100520","20141115231559",종암동 3-1288천,"1","123",석관동 375천,화랑로,"3005046",2.00000000,8600.00000000,"3","11290","2",월곡역,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)1522-3232","37.601718","127.040446",
"20090710",지역명칭 사용,"10",Jongam-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181109122922",서울특별시 동대문구 제기동 1149-10,"1","719",서울특별시 성북구 하월곡동 200,종암로,"3005036",3.00000000,2170.00000000,"3","11290","2",종암,서울특별시 성북구 종암로 122 (종암동)1522-3232,"37.601095","127.033847",
"20100419",양천에 놓인 오목교 명칭 인용,"20",Omok-ro,"20141030",기재내용정정,"71","20100422","20181106095324",서울특별시 양천구 신월동524-1(남부순환로),"1","798",서울특별시 영등포구 양평동3가 489 (오목교 동측),오목로,"3114014",5.00000000,3800.00000000,"3","11470","2",목동트라팰리스,서울특별시 양천구 오목로 299 (목동)1522-3232,"37.5255","126.8702",
"20100419",행정구역 명칭 인용,"20",Gangseo-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030224138",화곡동 888-9대,"1","1201",가양동 439-1제,강서로,"3115001",6.00000000,148.00000000,"3","11500","3",발산역,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트1522-3232,"37.56033","126.839279",
"20100419",행정구역 명칭 사용,"10",Myeonmok-ro,"20170619",기초간격 오기정정,"71","20100422","20170619180000",광진구 군자동 64-2,"1","855",광진구 중곡동 546,면목로,"3005027",4.00000000,5100.00000000,"3","11215","2",사가정역,서울특별시 중랑구 면목로 3101522-3232,"37.579594","127.087966",
"20081017",우리민족의 소원인 통일을 바라는 뜻,"20",Tongil-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141030223514",미근동 267,"1","1147",홍은동 164-39,통일로,"3000008",4.00000000,57569.00000000,"3","11410","1",KG타워,서울특별시 중구 통일로 92 (순화동) KG타워1522-3232,"37.563528","126.969144",
"20100513",육군사관학교의 다른 명칭인 화랑대(花郞臺)를 인용,"10",Hwarang-ro,"20141115",광역도로 정비,"90","20100520","20141115231727",월계동 42-9,"2","632",공릉동 26-43,화랑로,"3005046",11.00000000,8600.00000000,"3","11350","2",월곡역,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)1522-3232","37.601718","127.040446",
"20100628",옛 양천현의 지명인용,"20",Yangcheon-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20141030224141",방화동 516-2 차,"1","1963",염창동 260대,양천로,"3115008",6.00000000,96.00000000,"3","11500","3",가양이마트,서울특별시 강서구 양천로 559 (가양동) 1층1522-3232,"37.5578966","126.8622978",
"20100315",화곡동 명칭 사용,"20",Hwagok-ro,"20141117",기재내용정정,"71","20100315","20181106090619",서울특별시 양천구 신월동 39-1 (양원초등학교 앞),"1","1205",서울특별시 마포구 합정동 496-155(가양대교 북단),화곡로,"3005069",3.00000000,6024.00000000,"3","11500","2",강서구청사거리,"서울특별시 강서구 화곡로 350 (화곡동), 104/105/106/107호1522-3232","37.5549266","126.8523133",
"20100603",1984년 가로명제정시 고덕동의 동명을 인용하여 부여,"10",Godeok-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100603","20141030225946",암사동 508대,"1","1604",암사동 606-5대,고덕로,"3124001",6.00000000,270.00000000,"3","11740","3",상일동역,"서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오)1522-3232","37.55754182","127.1707267",
"20100422",성수동의 옛 지명인 뚝섬 명칭을 인용,"10",Ttukseom-ro,"20170619",누락된 부여일자 입력,"71","20100422","20181106145747",서울특별시 성동구 옥수동 168-1(용산구 경계),"1","2028",서울특별시 광진구 구의동 593-18(동서울호텔 앞),뚝섬로,"3103010",3.00000000,6750.00000000,"3","11215","2",성수이마트,서울특별시 성동구 뚝섬로 379 (성수동2가) 이마트 성수점1522-3232,"37.5396996","127.0530083",
"20100608",거북골 명칭 인용,"20",Geobukgol-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20141030223518",홍은동 400-12,"1","2969",북가좌동 352-10,거북골로,"3112003",4.00000000,22.00000000,"3","11410","3",남가좌사거리,"서울특별시 서대문구 거북골로 84 (남가좌동, DMC에코자이104동)1522-3232","37.577386","126.920815",
"20100419",도로구간 내 국회의사당이 위치한 지역특징 인용,"20",Gukhoe-daero,"20141030",기재내용정정,"71","20100422","20181106090546",서울특별시 양천구 신월동(신월 I.C),"1","1735",서울특별시 마포구 신정동 145-3(서강로),국회대로,"2005008",6.00000000,10200.00000000,"2","11500","2",영등포구청역,서울특별시 영등포구 국회대로 558 1522-3232,"37.527623","126.895859",
"20100419",조선시대 유학자 이황의 호 인용,"10",Toegye-ro,"20100903","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214904",남대문로5가 541대,"1","366",황학동 2494대,퇴계로,"3101011",4.00000000,94.00000000,"3","11140","3",명동남산,서울특별시 중구 퇴계로 132 (남산동3가)1522-3232,"37.560809","126.986397",
"20100419",한강변의 옛 지명인 동호 지명을 인용,"10",Dongho-ro,"20101109",기재내용정정,"71","20100422","20181107173739",서울특별시 성동구 옥수동 490-7(동호대교 북단),"1","371",서울특별시 종로구 종로5가 182-4(종로),동호로,"3005001",4.00000000,3900.00000000,"3","11140","2",금호역,서울특별시 성동구 동호로 99 1522-3232,"37.5479939","127.0153343",
"20100419",도로구간 내 국회의사당이 위치한 지역특징 인용,"20",Gukhoe-daero,"20141030",기재내용정정,"71","20100422","20181106090546",서울특별시 양천구 신월동(신월 I.C),"1","16",서울특별시 마포구 신정동 145-3(서강로),국회대로,"2005008",8.00000000,10200.00000000,"2","11500","2",영등포구청역,서울특별시 영등포구 국회대로 558 1522-3232,"37.527623","126.895859",
"20100419",한강변의 옛 지명인 동호 지명을 인용,"10",Dongho-ro,"20101109",기재내용정정,"71","20100422","20181107173739",서울특별시 성동구 옥수동 490-7(동호대교 북단),"1","1120",서울특별시 종로구 종로5가 182-4(종로),동호로,"3005001",4.00000000,3900.00000000,"3","11140","2",금호역,서울특별시 성동구 동호로 99 1522-3232,"37.5479939","127.0153343",
"20100419",조선후기 실학자 정약용의 호 인용,"10",Dasan-ro,"20100902","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214904",신당동 432-2743대,"1","122",신당동 217-91대,다산로,"3101014",5.00000000,2800.00000000,"3","11140","2",약수역,서울특별시 중구 다산로 129 (신당동)1522-3232,"37.555437","127.0107253",
"20100906",주민의견수렴 및 도로 주 통과지역의 법정동명 인용,"10",Junggye-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100906","20110228",하계동 산34-8,"1","1279",중계동 370,중계로,"3110007",3.00000000,32.00000000,"3","11350","3",은행사거리,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)1522-3232","37.65048737","127.0759861",
"20090710",서울의 남쪽을 연결하는 도로,"20",Nambusunhwan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100315","20141030224042",신월동 30-1,"1","834",신정동 737-27,남부순환로,"2000003",7.00000000,32620.00000000,"2","11470","1",신월동DT,서울특별시 양천구 남부순환로 319 (신월동)1522-3232,"37.53829235","126.8271014",
"20100618",기존도로명(행정구역 명칭 이용),"20",Ichon-ro,"20101102","광역도로 정비 및 부여사유, 부여방식 정비","90","20100618","20110412",한강로3가 16-70천,"1","1628",서빙고동 271-105 대,이촌로,"3102008",6.00000000,99.00000000,"3","11170","3",동부이촌동,서울특별시 용산구 이촌로 198 (이촌동)1522-3232,"37.52111","126.96905",
"20100419",조선시대 유학자 이황의 호 인용,"10",Toegye-ro,"20100903","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214904",남대문로5가 541대,"2","1149",황학동 2494대,퇴계로,"3101011",3.00000000,26.00000000,"3","11140","3",명동남산,서울특별시 중구 퇴계로 132 (남산동3가)1522-3232,"37.560809","126.986397",
"20100419",청계천의 수표다리 명칭 인용,"10",Supyo-ro,"20101109",기재내용정정,"71","20100422","20181107173838",서울특별시 중구 충무로3가 60-1 (퇴계로),"1","151",서울특별시 종로구 관수동 130-7 (종로세무서 앞),수표로,"3005006",4.00000000,1350.00000000,"3","11140","2",중구저동,서울특별시 중구 수표로 34 (저동2가)1522-3232,"37.5643686","126.9903382",
